segment_id,osm_id,segment_polyline,segment_geometry,segment_centroid,BLOCKID10,num_spaces,rate_card,weekday_averages,weekend_averages
-4437421614584541012,6061387_1,mtllFtpbuME?,"LINESTRING(-77.022991 38.900072, -77.022991 38.900098)",POINT(-77.022991 38.900085),110010058001004,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","76,76,76,76,76,77,75,70,64,55,43,41,42,44,52,55,56,51,45,45,50,57,64,71","80,78,79,79,81,80,79,75,70,62,47,36,34,34,34,35,39,38,35,34,37,43,49,54"
3907180119703845853,202992522_0,gyllFd`buM?F,"LINESTRING(-77.020349 38.900839, -77.020395 38.900839)",POINT(-77.020372 38.9008390000023),110010058002002,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","84,84,83,84,84,84,80,77,69,60,52,50,51,54,61,64,67,64,58,59,71,77,81,84","85,86,87,87,88,88,87,85,83,75,65,53,51,49,50,52,58,56,55,53,55,66,68,71"
-6592344563582763862,510723128_1,ybklFzhcuM?H,"LINESTRING(-77.026863 38.892131, -77.026909 38.892131)",POINT(-77.026886 38.8921310000023),110010062021024,1,"Mon (5am-7am; Disabled Person Permit Only): Free, Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; Disabled Person Permit Only): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon (10pm-5am; Street Cleaning): No Parking, Tue-Sat (10pm-7am; Disabled Person Permit Only): Free, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Sun (Disabled Person Permit Only): Free, Holidays: Free, Snow Emergency: No Parking","78,77,77,78,78,80,77,75,0,0,0,48,52,58,66,71,75,0,0,0,87,89,92,93","85,87,87,88,89,88,87,84,81,73,59,48,43,43,43,46,56,64,69,73,73,79,82,83"
-3073907247686294141,347003330_0,ccllFlbduM?I,"LINESTRING(-77.030946 38.897299, -77.0309 38.897299)",POINT(-77.030923 38.8972990000022),110010058001035,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; Disabled Person Permit Only; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free, Snow Emergency: No Parking","75,73,73,72,73,74,72,58,44,32,21,20,22,27,36,40,44,50,36,40,58,64,72,80","76,79,79,79,81,80,79,74,69,56,41,32,30,31,31,32,37,40,37,38,41,51,56,61"
-7207527656411584035,589539523_0,sillFzwcuM?G,"LINESTRING(-77.029263 38.898342, -77.029217 38.898343)",POINT(-77.0292400000002 38.8983425000023),110010058001010,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","83,82,82,83,82,81,78,68,60,48,32,31,32,37,45,47,48,48,47,51,75,80,85,89","83,83,85,85,86,84,82,79,76,63,46,36,36,35,35,35,39,42,46,48,53,66,69,72"
6265162365631719900,48018639_0,awmlFzrduM?H,"LINESTRING(-77.03358 38.905614, -77.033626 38.905614)",POINT(-77.033603 38.9056140000023),110010101002003,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","56,54,54,55,57,59,54,57,53,43,41,30,31,35,39,46,47,48,50,62,64,71,79,78","55,56,55,55,58,61,61,58,60,52,38,33,35,36,37,39,43,45,45,43,49,56,67,67"
2859376152114185180,130808339_3,_|klFlj`uM?G,"LINESTRING(-77.011755 38.89616, -77.011709 38.896159)",POINT(-77.0117319999998 38.8961595000023),110010059001019,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","44,44,44,45,48,52,52,52,45,35,27,26,30,36,42,52,60,66,72,79,84,85,88,88","67,70,69,70,73,76,76,76,75,69,59,53,53,54,57,60,65,71,76,81,83,86,88,87"
7762028560260823692,535546520_0,ejmlF|ycuMD?,"LINESTRING(-77.029589 38.903551, -77.029589 38.903524)",POINT(-77.029589 38.9035375),110010101001010,1,"Each Hour (Mon-Fri; 7am-4pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","55,54,54,55,56,57,53,51,43,34,28,26,28,31,35,41,44,0,0,0,67,73,79,80","62,62,61,61,65,68,67,65,66,58,44,36,37,37,38,39,44,45,45,43,53,62,68,72"
-4959828339979478333,864614823_1,gimlFrpduMKG,"LINESTRING(-77.033216 38.903402, -77.033183 38.903459)",POINT(-77.0331995000066 38.9034305000011),110010101001008,1,"Each Hour (Mon-Sat; 7am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","58,57,56,57,59,61,56,49,41,31,26,19,22,27,32,38,42,42,44,51,65,69,75,79","64,67,72,73,75,76,76,71,67,56,39,32,31,32,32,34,38,40,41,39,47,56,61,67"
9016473208684511033,297237152_6,a}klFfm`uMC?,"LINESTRING(-77.012203 38.896328, -77.012203 38.896346)",POINT(-77.012203 38.896337),110010059001018,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-6:30pm; 2 Hour Max): $2.30, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","62,62,64,67,72,75,74,73,70,62,58,56,61,67,75,82,86,89,91,94,94,95,96,97","85,86,85,86,88,89,89,90,92,90,86,83,83,84,85,87,90,92,93,94,94,95,96,96"
-4727715647389561650,542375108_3,o`nlFlzguMD?,"LINESTRING(-77.050147 38.907115, -77.050147 38.907088)",POINT(-77.050147 38.9071015),110010055003003,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","52,52,52,52,56,60,56,0,0,0,0,32,35,42,49,55,57,0,0,0,71,76,83,85","54,55,53,54,58,63,63,61,63,59,51,47,50,52,54,57,63,64,67,67,67,74,78,80"
4299707000434789013,215307087_2,oanlFnseuM?I,"LINESTRING(-77.038803 38.907276, -77.038745 38.907276)",POINT(-77.038774 38.9072760000036),110010107002002,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","75,74,74,72,73,75,71,58,55,54,42,41,44,48,54,58,63,64,62,63,68,75,78,80","75,76,75,74,76,77,77,73,74,69,57,49,51,51,54,56,61,58,57,51,51,61,63,66"
-3276332372553112314,479469527_4,qknlFtcfuMABAD,"LINESTRING(-77.041393 38.908894, -77.041435 38.908913)",POINT(-77.0414139999972 38.9089035000019),110010107002002,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","78,78,77,78,78,79,77,74,68,58,47,47,50,57,62,65,63,0,0,0,71,77,79,82","73,76,76,78,78,79,78,77,80,73,63,55,55,56,58,60,64,63,63,58,59,67,70,70"
7547515619045747765,819482388_0,sdnlFtoeuMAF,"LINESTRING(-77.038195 38.907779, -77.038226 38.90779)",POINT(-77.0382104999988 38.907784500001),110010107002001,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Sun (Disabled Person Permit Only): Free","61,60,59,59,60,62,61,33,31,27,0,0,0,0,0,0,0,40,42,51,64,74,81,83","64,65,65,64,62,63,62,57,58,50,37,31,32,35,37,41,48,54,50,50,59,66,74,77"
-5467467805654053452,70948801_1,ikllFdpcuME?,"LINESTRING(-77.028034 38.898607, -77.028034 38.898643)",POINT(-77.028034 38.898625),110010058001011,1,"Each Hour (Mon-Fri; 7am-10:30am; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (10:30am-2:30pm): No Parking, Each Hour (Mon-Fri; 2:30pm-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Sun (Disabled Person Permit Only): Free, Snow Emergency: No Parking","83,83,83,83,83,83,79,79,0,0,0,46,50,55,64,67,67,0,0,0,79,82,85,88","82,83,83,84,85,84,84,80,79,71,58,50,47,48,47,49,54,56,58,59,64,71,75,77"
5365218295963551894,333922765_0,g`llFjjcuMF?,"LINESTRING(-77.027101 38.896838, -77.027101 38.896802)",POINT(-77.027101 38.89682),110010058001033,1,"Each Hour (Mon-Fri; 7am-10pm; Disabled Person Permit Only; 2 Hour Max): $3.25, Each Hour (Sat; 7am-10pm; Disabled Person Permit Only; 4 Hour Max): $3.25, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","74,73,73,73,74,74,72,65,52,40,28,27,28,31,39,43,47,47,46,47,53,58,67,77","80,80,82,82,84,82,81,77,70,57,42,33,31,30,31,32,36,38,40,41,41,51,57,64"
8202125992190669738,589539518_0,ecllFrhcuM?G,"LINESTRING(-77.026819 38.897309, -77.026785 38.897309)",POINT(-77.026802 38.8973090000012),110010058001030,1,"Each Hour (Mon-Fri; 7am-11am; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Fri; Disabled Person Permit Only; 11am-4pm; 2 Hour Max): $2.75, Each Hour (Mon-Fri; Disabled Person Permit Only; 4pm-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Fri; Disabled Person Permit Only; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.75, Each Hour (Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.75, Sun (Disabled Person Permit Only): Free","75,76,75,76,76,75,71,78,72,58,36,32,31,34,40,43,44,42,37,38,55,64,72,78","76,76,77,77,79,77,76,73,70,57,39,28,26,25,26,27,31,32,33,32,38,49,55,61"
-1837633603437135121,6062876_0,y_mlFp}buMBJ,"LINESTRING(-77.025051 38.901894, -77.025114 38.901872)",POINT(-77.0250825000049 38.9018830000042),110010101001025,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","64,64,63,64,65,67,65,59,51,42,31,30,31,34,38,41,43,39,36,34,39,45,53,58","64,63,65,64,67,68,66,62,58,49,38,30,29,28,29,29,33,32,32,29,30,38,44,47"
7243425226719027762,1036008535_0,kzmlFndeuMIC,"LINESTRING(-77.036398 38.906143, -77.036381 38.906186)",POINT(-77.0363895000026 38.9061645000003),110010101002001,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","59,60,59,60,61,63,59,47,41,33,23,22,23,25,29,33,38,38,36,47,59,68,74,77","63,64,63,64,66,69,69,66,66,57,41,34,36,36,38,39,46,47,47,44,47,57,65,67"
8025510886931085226,6055387_1,wsklFvxauM?H,"LINESTRING(-77.019161 38.894836, -77.019207 38.894836)",POINT(-77.019184 38.8948360000023),110010058002011,1,"Each Hour (Mon-Fri; 7am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","65,63,63,64,64,64,62,58,46,34,25,23,27,34,42,52,63,66,70,76,75,81,87,88","83,86,86,86,86,86,86,84,81,72,57,47,43,43,44,48,55,61,65,68,69,74,81,84"
-3154099215731732558,26572919_1,c}klFhpbuME?,"LINESTRING(-77.022928 38.896336, -77.022927 38.896372)",POINT(-77.0229275000001 38.896354),110010058001025,1,"Each Hour (Mon-Fri; 7am-11am; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Fri; 11am-4pm; Disabled Person Permit Only; 2 Hour Max): $4.75, Each Hour (Mon-Fri; 4pm-6:30pm; Disabled Person Permit Only; 2 Hour Max): $5.50, Each Hour (Mon-Fri; 6:30pm-10pm; Disabled Person Permit Only): $5.50, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $4, Each Hour (Sat; 6:30pm-10pm; Disabled Person Permit Only): $4, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","81,81,81,81,81,81,77,81,76,65,49,45,46,49,58,61,62,60,54,53,66,75,80,84","81,84,85,85,86,85,83,84,83,73,57,44,39,38,38,39,44,44,42,42,44,53,58,60"
-8704056716602103194,589905511_0,g}klFb}auMF?,"LINESTRING(-77.019861 38.896362, -77.01986 38.896317)",POINT(-77.0198604999999 38.8963395),110010058002008,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free, Snow Emergency: No Parking","73,72,72,72,72,71,67,0,0,0,0,27,30,35,43,50,58,0,0,0,62,72,79,83","80,81,82,83,83,82,82,79,75,63,48,33,32,29,31,32,39,37,39,40,43,57,62,67"
1649309533867917035,26707982_0,i}klFbyeuM?H,"LINESTRING(-77.0397 38.89637, -77.039746 38.89637)",POINT(-77.039723 38.8963700000023),110010108002013,1,"Each Hour (Mon-Fri; 7am-4pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Each Hour (Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Sun (Disabled Person Permit Only): Free, Snow Emergency: No Parking","58,57,57,58,58,58,54,50,38,30,20,21,22,29,35,47,54,0,0,0,79,86,90,90","65,69,70,72,72,72,72,69,66,58,46,39,37,38,39,42,48,57,61,65,69,77,80,82"
7952961658929341909,397319280_0,_qklFhecuMBK,"LINESTRING(-77.026291 38.894403, -77.026226 38.894385)",POINT(-77.0262584999959 38.8943940000045),110010062021024,1,"Mon-Fri (7am-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Snow Emergency: No Parking","72,72,71,72,72,71,67,0,0,0,0,0,0,0,0,0,0,0,0,0,66,77,84,87","78,78,79,79,80,81,80,75,66,52,34,24,24,23,24,25,32,36,43,45,51,65,72,74"
-2342565667962675444,130889755_1,kqklF~efuMG?,"LINESTRING(-77.041764 38.894456, -77.041764 38.894501)",POINT(-77.041764 38.8944785),110010108002015,1,"Each Hour (Mon-Fri; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Mon-Fri (6:30pm-7am; Disabled Person Permit Only): Free, Sat-Sun (Disabled Person Permit Only): Free","76,76,76,77,77,77,74,69,63,54,53,52,54,59,66,71,64,67,71,82,90,92,94,94","83,85,85,86,86,86,86,85,86,81,73,67,66,66,67,68,74,78,82,83,85,89,90,90"
-8006495090874585465,48018646_1,irmlFf|cuM?M,"LINESTRING(-77.029961 38.904849, -77.029887 38.904849)",POINT(-77.029924 38.9048490000058),110010101001005,1,"Mon-Fri (7am-9:30am): No Parking, Mon-Fri (9:30am-4pm): Free, Mon-Fri (4pm-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Snow Emergency: No Parking","50,50,50,51,52,53,48,0,0,0,0,23,24,26,29,30,27,0,0,0,43,52,62,66","48,50,50,50,52,54,52,50,49,41,27,22,23,23,25,26,30,30,30,28,34,45,53,56"
1741045312071553660,345633934_0,q|llF~~duM?H,"LINESTRING(-77.035525 38.901366, -77.035571 38.901366)",POINT(-77.035548 38.9013660000022),110010101002006,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon (10pm-5am; Street Cleaning): No Parking, Mon (5am-7am): Free, Tue-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking, Holidays: Free","72,72,72,73,74,75,71,0,0,0,0,36,38,43,51,55,57,0,0,0,69,73,79,82","73,75,75,75,78,78,77,74,75,66,53,45,44,45,45,47,51,51,51,50,57,64,70,70"
3121792249766626218,509646035_1,ehmlFdpcuMK?,"LINESTRING(-77.028029 38.903233, -77.028029 38.903287)",POINT(-77.028029 38.90326),110010101001011,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","73,73,72,73,74,75,71,71,65,54,40,38,39,42,46,50,52,50,50,56,75,80,84,85","77,78,77,78,80,81,81,80,80,75,62,54,52,53,53,55,59,59,58,58,64,69,74,76"
9074350520346189508,589533583_0,qullFvgfuM?Q,"LINESTRING(-77.042035 38.900246, -77.041954 38.900246)",POINT(-77.0419945 38.900246000007),110010107001027,1,"Mon-Fri (7am-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","67,66,66,67,65,66,61,55,40,31,28,26,27,31,36,44,41,46,54,71,82,87,90,91","72,80,80,83,81,82,79,77,76,66,54,48,46,46,48,51,56,63,68,70,74,81,83,84"
-5416910983753224871,130889758_1,apmlFzefuMM?,"LINESTRING(-77.041741 38.904495, -77.041741 38.904557)",POINT(-77.041741 38.904526),110010107001015,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Each Hour (Sat; 9:30am-4pm; Loading Zone Commercial; 2 Hour Max): $2.30, Sat (4pm-9:30am): Free, Sun: Free, Snow Emergency: No Parking","71,71,71,71,72,73,70,70,0,0,0,22,23,28,32,38,42,0,0,0,76,80,85,84","81,80,81,83,84,84,83,77,73,63,50,43,42,42,42,45,51,54,56,58,61,67,72,72"
3062766088064765546,983121553_2,uzmlFvweuMDJ,"LINESTRING(-77.039475 38.906185, -77.039538 38.906163)",POINT(-77.0395065000049 38.9061740000042),110010107002017,1,"Mon-Fri (7am-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","66,66,66,66,67,68,64,0,0,0,0,36,38,41,48,53,54,0,0,0,70,76,80,80","75,74,74,74,76,77,78,74,73,64,50,42,43,43,45,47,53,55,52,47,51,61,62,63"
-8159070806221703785,983121554_5,immlFlqeuMD?,"LINESTRING(-77.038473 38.90405, -77.038474 38.904023)",POINT(-77.0384735000001 38.9040365),110010107001000,1,"Mon-Fri (7am-9:30pm): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","65,64,63,63,63,65,64,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79","69,71,71,71,72,73,73,68,66,58,43,36,36,36,36,39,44,45,46,48,56,63,71,70"
-3367096367291420681,226149906_0,wdmlF~jguM?N,"LINESTRING(-77.047677 38.902681, -77.047758 38.902681)",POINT(-77.0477175 38.902681000007),110010107001007,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","50,50,50,52,53,67,54,52,39,29,19,18,19,23,27,33,40,41,43,40,51,59,70,71","66,70,72,74,75,85,76,73,68,58,44,38,38,38,40,43,50,52,54,51,56,66,75,78"
-2142112077685675554,323742930_0,wdmlFv`fuM?@,"LINESTRING(-77.040919 38.902676, -77.04093 38.902676)",POINT(-77.0409245 38.9026760000001),110010107001019,1,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","66,64,63,64,63,64,63,51,35,27,18,18,19,24,29,34,39,42,45,52,64,71,81,85","67,72,72,74,74,73,73,69,67,56,42,35,34,34,35,37,43,47,51,52,59,66,74,75"
-4898375152395453884,50797102_7,y{nlFbdguML?,"LINESTRING(-77.046584 38.911487, -77.046584 38.911424)",POINT(-77.046584 38.9114555),110010055001005,1,"Mon-Fri (7am-6:30pm; Government Vehicles Only): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Tue (9:30am-11:30am; Mar 01-Oct 31; Street Cleaning): No Parking, Holidays: Free","74,74,73,74,74,74,71,73,69,55,38,36,40,44,50,54,56,54,54,63,64,74,80,83","72,73,74,74,76,77,75,73,71,60,45,39,39,40,42,43,48,50,52,51,53,66,72,75"
8192048609990853532,130889721_5,opnlFjkguM?@,"LINESTRING(-77.047742 38.909681, -77.047754 38.909681)",POINT(-77.047748 38.9096810000001),110010055001017,1,"Each Hour (Mon-Fri; 7am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","52,52,52,52,54,55,51,35,25,18,18,21,22,27,31,38,34,43,44,57,55,64,74,77","52,54,54,55,59,60,60,58,60,50,37,32,32,33,35,37,42,43,45,43,45,55,63,66"
6174346919574848205,469922756_1,manlFhjfuM?F,"LINESTRING(-77.042448 38.907274, -77.042494 38.907273)",POINT(-77.0424710000002 38.9072735000023),110010107002004,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","67,65,65,65,66,67,63,53,44,36,32,31,32,35,42,47,53,46,51,61,69,78,83,83","69,68,73,73,74,75,74,71,71,59,45,37,38,37,39,41,49,50,51,46,48,59,67,74"
-8982422246765730574,996836101_0,qcnlFt|fuMDF,"LINESTRING(-77.045394 38.907613, -77.045428 38.907577)",POINT(-77.0454110000043 38.9075950000012),110010055005003,1,"2 Hours (Mon-Fri; 7am-8:30pm): Free, Mon-Fri (8:30pm-7am): Free, Sat-Sun: Free, Residential Permit Only: Free, Mon (9:30am-11:30am; Mar 01-Oct 31; Street Cleaning): No Parking, Holidays: Free","43,44,43,43,45,47,42,38,32,20,12,12,15,17,19,20,22,22,24,33,46,59,67,70","47,50,49,49,53,54,54,52,49,38,25,20,21,21,22,24,28,30,32,30,37,48,56,60"
-3102186196546945809,6056258_2,s|mlFdgfuM?F,"LINESTRING(-77.041953 38.906497, -77.041988 38.906497)",POINT(-77.0419705 38.9064970000013),110010107002010,1,"Each Hour (Mon-Sat; 7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm; Disabled Person Permit Only): $2.30, Mon-Sat (10pm-7am; Disabled Person Permit Only): Free, Sun (Disabled Person Permit Only): Free","75,74,74,77,78,80,78,78,62,48,34,33,34,38,44,50,55,56,56,62,68,77,81,80","78,81,81,83,85,83,83,78,75,67,53,46,45,46,47,51,58,61,60,60,66,73,69,68"
-1883280428910875431,983121553_2,ezmlFjzeuM@J,"LINESTRING(-77.039902 38.906114, -77.039955 38.906096)",POINT(-77.0399285000034 38.906105000003),110010107002018,1,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Tue | Thu-Sat (10pm-7am): Free, Wed (10pm-1am): Free, Wed (1am-5am; Street Cleaning): No Parking, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","66,66,66,66,67,68,64,0,0,0,0,36,38,41,48,53,54,0,0,0,70,76,80,80","75,74,74,74,76,77,78,74,73,64,50,42,43,43,45,47,53,55,52,47,51,61,62,63"
7188354450368249789,996836101_1,g`nlFx_guMDD,"LINESTRING(-77.045891 38.907084, -77.045919 38.907055)",POINT(-77.0459050000029 38.9070695000008),110010055003000,1,"Mon-Sat (7am-6:30pm; Loading Zone Commercial): Free, Mon-Sat (6:30pm-7am): Free, Sun: Free","56,57,57,57,59,62,58,48,42,32,21,21,21,25,29,31,34,34,36,41,63,72,76,77","63,63,64,64,67,69,67,62,61,51,39,34,34,35,37,39,43,46,47,47,51,59,64,63"
672513197463870387,50511187_4,cullF~e`uM?G,"LINESTRING(-77.011039 38.900179, -77.011005 38.900178)",POINT(-77.0110219999999 38.9001785000012),110010047021021,1,"Each Hour (Mon-Sat; 8:30am-4pm; 4 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Mon-Fri (6:30pm-8:30am): Free, Sat (4pm-8:30am): Free, Sun: Free, Snow Emergency: No Parking","58,57,57,57,60,61,57,52,51,48,46,51,55,63,71,77,79,0,0,0,93,94,94,94","77,78,78,78,80,82,82,84,87,86,83,80,80,81,82,84,87,89,90,91,93,94,94,94"
